id,timestamp,sender,message,reply_to,reaction
9315,2026-01-14 06:28:00,acc3,No spoilers please! 🎉,,🔥
9316,2026-01-14 06:30:00,acc4,My favorite moment in Jujutsu Kaisen still gives me chills ✨,9301,🔥
9317,2026-01-14 06:32:00,acc1,I think today's episode was incredible! 👀,9309,👍
9318,2026-01-14 06:34:00,acc2,I'm rewatching Death Note this weekend. 📚,,💯
9319,2026-01-14 06:36:00,acc3,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 😎,9309,😎
9320,2026-01-14 06:38:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. ⚡,,😂
9321,2026-01-14 06:40:00,acc1,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🎉,9312,👍
9322,2026-01-14 06:42:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. ❤️,9317,😮
9323,2026-01-14 06:44:00,acc3,I think today's episode was incredible! 🤔,9316,😂
9324,2026-01-14 06:46:00,acc4,Anyone watching Steins;Gate lately? 📚,,🔥
9325,2026-01-14 06:48:00,acc1,No spoilers please! 😂,,😮
9326,2026-01-14 06:50:00,acc2,"Quote of the day: ""People's dreams never end."" 😎",9318,😂
9327,2026-01-14 06:52:00,acc3,Who's your favorite character from Death Note? 💯,9311,
9328,2026-01-14 06:54:00,acc4,My favorite moment in Steins;Gate still gives me chills ⚡,9326,❤️
9329,2026-01-14 06:56:00,acc1,Anyone watching Fullmetal Alchemist lately? 🎉,,❤️
9330,2026-01-14 06:58:00,acc2,"Quote of the day: ""People's dreams never end."" ❤️",,😭
9331,2026-01-14 07:00:00,acc3,Anyone watching Fullmetal Alchemist lately? ⚡,,👏
9332,2026-01-14 07:02:00,acc4,Who's your favorite character from Solo Leveling? ❤️,9317,😮
9333,2026-01-14 07:04:00,acc1,I'm rewatching Attack on Titan this weekend. ⚡,9325,👍
9334,2026-01-14 07:06:00,acc2,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🔥,9328,🔥
9335,2026-01-14 07:08:00,acc3,No spoilers please! 🔥,9330,❤️
9336,2026-01-14 07:10:00,acc4,No spoilers please! 😀,9334,😂
9337,2026-01-14 07:12:00,acc1,I'm rewatching My Hero Academia this weekend. 💯,,💯
9338,2026-01-14 07:14:00,acc2,I think today's episode was incredible! 🔥,,💯
9339,2026-01-14 07:16:00,acc3,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🍜",,🔥
9340,2026-01-14 07:18:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 😂,,💯
9341,2026-01-14 07:20:00,acc1,Anyone watching Hunter x Hunter lately? 😀,9330,😎
9342,2026-01-14 07:22:00,acc2,No spoilers please! 🔥,9332,🔥
9343,2026-01-14 07:24:00,acc3,Random anime fact: Voice actors in Japan are called seiyuu. 😀,,👏
9344,2026-01-14 07:26:00,acc4,Who's your favorite character from Death Note? 😎,9334,💯
9345,2026-01-14 07:28:00,acc1,My favorite moment in Death Note still gives me chills 🔥,,😎
9346,2026-01-14 07:30:00,acc2,No spoilers please! 🔥,9342,😮
9347,2026-01-14 07:32:00,acc3,Opening theme has been stuck in my head. 🎉,,
9348,2026-01-14 07:34:00,acc4,Opening theme has been stuck in my head. 🎉,9337,🔥
9349,2026-01-14 07:36:00,acc1,My favorite moment in Solo Leveling still gives me chills 🎉,9337,😂
9350,2026-01-14 07:38:00,acc2,My favorite moment in Vinland Saga still gives me chills ⚡,9342,
9351,2026-01-14 07:40:00,acc3,My favorite moment in Demon Slayer still gives me chills 😀,,❤️
9352,2026-01-14 07:42:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" ⚡",,😂
9353,2026-01-14 07:44:00,acc1,I'm rewatching Attack on Titan this weekend. 💯,9346,😮
9354,2026-01-14 07:46:00,acc2,I'm rewatching Bleach this weekend. ⚡,9338,😮
9355,2026-01-14 07:48:00,acc3,That animation quality was insane! ⚡,9346,
9356,2026-01-14 07:50:00,acc4,I'm rewatching Attack on Titan this weekend. 🔥,,😮
9357,2026-01-14 07:52:00,acc1,Anyone watching Hunter x Hunter lately? 💯,9344,👍
9358,2026-01-14 07:54:00,acc2,Random anime fact: One Piece is among the best-selling manga series. ✨,,🔥
9359,2026-01-14 07:56:00,acc3,"Quote of the day: ""Keep moving forward."" ⚡",9348,💯
9360,2026-01-14 07:58:00,acc4,My favorite moment in Hunter x Hunter still gives me chills 😂,9351,😎
9361,2026-01-14 08:00:00,acc1,That animation quality was insane! 🔥,9358,
9362,2026-01-14 08:02:00,acc2,My favorite moment in Death Note still gives me chills 🤔,9351,
9363,2026-01-14 08:04:00,acc3,That animation quality was insane! 😎,9359,👍
9364,2026-01-14 08:06:00,acc4,Opening theme has been stuck in my head. ⚡,9355,
9365,2026-01-14 08:08:00,acc1,That animation quality was insane! 🍜,9363,❤️
9366,2026-01-14 08:10:00,acc2,Opening theme has been stuck in my head. 📚,9358,😭
9367,2026-01-14 08:12:00,acc3,That animation quality was insane! ✨,,💯
9368,2026-01-14 08:14:00,acc4,Opening theme has been stuck in my head. ❤️,,🔥
9369,2026-01-14 08:16:00,acc1,That animation quality was insane! ❤️,,😭
9370,2026-01-14 08:18:00,acc2,Anyone watching Dragon Ball lately? 😎,9358,❤️
9371,2026-01-14 08:20:00,acc3,No spoilers please! 🎉,9356,❤️
9372,2026-01-14 08:22:00,acc4,No spoilers please! 🎉,9356,😭
9373,2026-01-14 08:24:00,acc1,Opening theme has been stuck in my head. 🍜,9368,😎
9374,2026-01-14 08:26:00,acc2,I think today's episode was incredible! 🔥,,❤️
9375,2026-01-14 08:28:00,acc3,Random anime fact: One Piece is among the best-selling manga series. 😀,9359,😂
9376,2026-01-14 08:30:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 📚,9364,💯
9377,2026-01-14 08:32:00,acc1,My favorite moment in Vinland Saga still gives me chills 🤔,9374,👏
9378,2026-01-14 08:34:00,acc2,That animation quality was insane! 🔥,,😭
9379,2026-01-14 08:36:00,acc3,No spoilers please! ✨,,
9380,2026-01-14 08:38:00,acc4,Anyone watching Demon Slayer lately? 😎,9375,❤️
9381,2026-01-14 08:40:00,acc1,I'm rewatching Demon Slayer this weekend. 😂,,😮
9382,2026-01-14 08:42:00,acc2,Who's your favorite character from Dragon Ball? 📚,,🔥
9383,2026-01-14 08:44:00,acc3,Anyone watching Solo Leveling lately? 😎,9377,😭
9384,2026-01-14 08:46:00,acc4,I'm rewatching One Piece this weekend. 😎,,
9385,2026-01-14 08:48:00,acc1,That animation quality was insane! 🍜,9381,😂
9386,2026-01-14 08:50:00,acc2,Who's your favorite character from Vinland Saga? 🍜,9371,😎
9387,2026-01-14 08:52:00,acc3,No spoilers please! 😭,,🔥
9388,2026-01-14 08:54:00,acc4,My favorite moment in Attack on Titan still gives me chills 😀,9381,😭
9389,2026-01-14 08:56:00,acc1,Anyone watching Death Note lately? 💯,,😂
9390,2026-01-14 08:58:00,acc2,That animation quality was insane! 🙌,,😂
9391,2026-01-14 09:00:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 🔥",,😂
9392,2026-01-14 09:02:00,acc4,My favorite moment in Jujutsu Kaisen still gives me chills 😎,,😮
9393,2026-01-14 09:04:00,acc1,My favorite moment in Solo Leveling still gives me chills 🔥,,👍
9394,2026-01-14 09:06:00,acc2,Anyone watching Demon Slayer lately? 🍜,9379,❤️
9395,2026-01-14 09:08:00,acc3,Who's your favorite character from Fullmetal Alchemist? 🤔,,👏
9396,2026-01-14 09:10:00,acc4,That animation quality was insane! 🎉,,
9397,2026-01-14 09:12:00,acc1,Opening theme has been stuck in my head. 🍜,9381,
9398,2026-01-14 09:14:00,acc2,Opening theme has been stuck in my head. ✨,9387,😭
9399,2026-01-14 09:16:00,acc3,My favorite moment in Jujutsu Kaisen still gives me chills 🙌,,🔥
9400,2026-01-14 09:18:00,acc4,"Quote of the day: ""People's dreams never end."" 😎",9392,😎
9401,2026-01-14 09:20:00,acc1,Who's your favorite character from Dragon Ball? 👀,9394,
9402,2026-01-14 09:22:00,acc2,No spoilers please! 👀,,
9403,2026-01-14 09:24:00,acc3,Anyone watching Jujutsu Kaisen lately? 😂,,
9404,2026-01-14 09:26:00,acc4,My favorite moment in Naruto still gives me chills 💯,,💯
9405,2026-01-14 09:28:00,acc1,Anyone watching Steins;Gate lately? 👀,9395,😎
9406,2026-01-14 09:30:00,acc2,Anyone watching My Hero Academia lately? ✨,,❤️
9407,2026-01-14 09:32:00,acc3,I'm rewatching Jujutsu Kaisen this weekend. 🎉,9391,👏
9408,2026-01-14 09:34:00,acc4,I'm rewatching Fullmetal Alchemist this weekend. 🙌,,😎
9409,2026-01-14 09:36:00,acc1,Opening theme has been stuck in my head. 🔥,9393,🔥
9410,2026-01-14 09:38:00,acc2,"Quote of the day: ""The world isn't perfect, but it's beautiful."" ❤️",9394,👍
9411,2026-01-14 09:40:00,acc3,"Quote of the day: ""Power comes in response to a need."" 💯",,💯
9412,2026-01-14 09:42:00,acc4,Anyone watching Frieren lately? 😂,9408,😂
9413,2026-01-14 09:44:00,acc1,No spoilers please! 😀,9402,😎
9414,2026-01-14 09:46:00,acc2,Who's your favorite character from Haikyuu!!? ❤️,9406,❤️
9415,2026-01-14 09:48:00,acc3,My favorite moment in Hunter x Hunter still gives me chills 📚,,😮
9416,2026-01-14 09:50:00,acc4,I'm rewatching My Hero Academia this weekend. 😭,,😭
9417,2026-01-14 09:52:00,acc1,Who's your favorite character from Hunter x Hunter? 😂,,💯
9418,2026-01-14 09:54:00,acc2,My favorite moment in Bleach still gives me chills 🍜,,🔥
9419,2026-01-14 09:56:00,acc3,Opening theme has been stuck in my head. ⚡,9407,😭
9420,2026-01-14 09:58:00,acc4,Anyone watching Haikyuu!! lately? 😎,,🔥
9421,2026-01-14 10:00:00,acc1,That animation quality was insane! 📚,9409,❤️
9422,2026-01-14 10:02:00,acc2,Who's your favorite character from My Hero Academia? ❤️,,
9423,2026-01-14 10:04:00,acc3,"Quote of the day: ""Power comes in response to a need."" 😂",9409,💯
9424,2026-01-14 10:06:00,acc4,My favorite moment in Fullmetal Alchemist still gives me chills 📚,9421,👏
9425,2026-01-14 10:08:00,acc1,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🔥,9412,👍
9426,2026-01-14 10:10:00,acc2,"Quote of the day: ""People's dreams never end."" 🎉",,😭
9427,2026-01-14 10:12:00,acc3,Anyone watching One Piece lately? 🎉,,😎
9428,2026-01-14 10:14:00,acc4,Opening theme has been stuck in my head. 🔥,,👍
9429,2026-01-14 10:16:00,acc1,"Quote of the day: ""Keep moving forward."" ⚡",9418,❤️
9430,2026-01-14 10:18:00,acc2,My favorite moment in Jujutsu Kaisen still gives me chills 🍜,9424,😂
9431,2026-01-14 10:20:00,acc3,I'm rewatching Solo Leveling this weekend. 😭,9418,❤️
9432,2026-01-14 10:22:00,acc4,No spoilers please! ⚡,,😮
9433,2026-01-14 10:24:00,acc1,That animation quality was insane! 🙌,9428,❤️
9434,2026-01-14 10:26:00,acc2,That animation quality was insane! 📚,9432,👏
9435,2026-01-14 10:28:00,acc3,Anyone watching Solo Leveling lately? 😂,9428,👏
9436,2026-01-14 10:30:00,acc4,My favorite moment in Fullmetal Alchemist still gives me chills 🍜,,💯
9437,2026-01-14 10:32:00,acc1,I think today's episode was incredible! 💯,9433,❤️
9438,2026-01-14 10:34:00,acc2,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 😂,9432,😎
9439,2026-01-14 10:36:00,acc3,"Quote of the day: ""Power comes in response to a need."" 🔥",9433,👏
9440,2026-01-14 10:38:00,acc4,That animation quality was insane! 👀,,👏
9441,2026-01-14 10:40:00,acc1,No spoilers please! 🎉,,😮
9442,2026-01-14 10:42:00,acc2,Anyone watching Solo Leveling lately? 🍜,,👍
9443,2026-01-14 10:44:00,acc3,No spoilers please! 🎉,9435,😎
9444,2026-01-14 10:46:00,acc4,Who's your favorite character from Frieren? 🍜,9441,👍
9445,2026-01-14 10:48:00,acc1,That animation quality was insane! 🎉,9443,👍
9446,2026-01-14 10:50:00,acc2,I think today's episode was incredible! 😀,9432,❤️
9447,2026-01-14 10:52:00,acc3,I'm rewatching One Piece this weekend. 🎉,9434,👍
9448,2026-01-14 10:54:00,acc4,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 😀,9435,🔥
9449,2026-01-14 10:56:00,acc1,Anyone watching Fullmetal Alchemist lately? ⚡,,
9450,2026-01-14 10:58:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 🤔",9435,😂
9451,2026-01-14 11:00:00,acc3,"Quote of the day: ""People's dreams never end."" 🎉",,🔥
9452,2026-01-14 11:02:00,acc4,No spoilers please! ✨,9440,👍
9453,2026-01-14 11:04:00,acc1,I'm rewatching Frieren this weekend. 🔥,,😂
9454,2026-01-14 11:06:00,acc2,I think today's episode was incredible! 😂,,😮
9455,2026-01-14 11:08:00,acc3,I think today's episode was incredible! 🎉,,😮
9456,2026-01-14 11:10:00,acc4,My favorite moment in Vinland Saga still gives me chills 😀,,😎
9457,2026-01-14 11:12:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 😂",9448,
9458,2026-01-14 11:14:00,acc2,I think today's episode was incredible! 👀,9453,😮
9459,2026-01-14 11:16:00,acc3,I'm rewatching Haikyuu!! this weekend. ❤️,,😮
9460,2026-01-14 11:18:00,acc4,Who's your favorite character from Naruto? 💯,,😮
9461,2026-01-14 11:20:00,acc1,I'm rewatching One Piece this weekend. 😂,9451,🔥
9462,2026-01-14 11:22:00,acc2,Who's your favorite character from Frieren? 😂,,👍
9463,2026-01-14 11:24:00,acc3,Who's your favorite character from Bleach? 😀,,😂
9464,2026-01-14 11:26:00,acc4,I'm rewatching Vinland Saga this weekend. 😭,,💯
9465,2026-01-14 11:28:00,acc1,No spoilers please! 🎉,9452,💯
9466,2026-01-14 11:30:00,acc2,Opening theme has been stuck in my head. 😀,,❤️
9467,2026-01-14 11:32:00,acc3,My favorite moment in Vinland Saga still gives me chills ❤️,9465,
9468,2026-01-14 11:34:00,acc4,Anyone watching One Piece lately? ⚡,,😮
9469,2026-01-14 11:36:00,acc1,Anyone watching Haikyuu!! lately? ⚡,9464,😂
9470,2026-01-14 11:38:00,acc2,Opening theme has been stuck in my head. 📚,,💯
9471,2026-01-14 11:40:00,acc3,Who's your favorite character from My Hero Academia? 😂,9467,💯
9472,2026-01-14 11:42:00,acc4,Anyone watching Steins;Gate lately? 🎉,9464,😂
9473,2026-01-14 11:44:00,acc1,"Quote of the day: ""Power comes in response to a need."" 💯",9470,
9474,2026-01-14 11:46:00,acc2,I'm rewatching Vinland Saga this weekend. 🙌,9465,🔥
9475,2026-01-14 11:48:00,acc3,Who's your favorite character from Jujutsu Kaisen? 🔥,9468,😂
9476,2026-01-14 11:50:00,acc4,"Quote of the day: ""People's dreams never end."" ❤️",,👍
9477,2026-01-14 11:52:00,acc1,Opening theme has been stuck in my head. 😭,9467,👍
9478,2026-01-14 11:54:00,acc2,Random anime fact: One Piece is among the best-selling manga series. 🍜,9466,👏
9479,2026-01-14 11:56:00,acc3,I think today's episode was incredible! 👀,9465,💯
9480,2026-01-14 11:58:00,acc4,"Quote of the day: ""Keep moving forward."" 😂",,🔥
9481,2026-01-14 12:00:00,acc1,Anyone watching Bleach lately? ✨,,💯
9482,2026-01-14 12:02:00,acc2,Who's your favorite character from Demon Slayer? ⚡,9466,😮
9483,2026-01-14 12:04:00,acc3,Who's your favorite character from Frieren? 🔥,,😂
9484,2026-01-14 12:06:00,acc4,That animation quality was insane! 🔥,,💯
9485,2026-01-14 12:08:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 😎",,👍
9486,2026-01-14 12:10:00,acc2,That animation quality was insane! ⚡,9481,👍
9487,2026-01-14 12:12:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 😂",9478,😎
9488,2026-01-14 12:14:00,acc4,That animation quality was insane! ⚡,,
9489,2026-01-14 12:16:00,acc1,I'm rewatching Hunter x Hunter this weekend. 🙌,9475,😮
9490,2026-01-14 12:18:00,acc2,No spoilers please! ⚡,,❤️
9491,2026-01-14 12:20:00,acc3,That animation quality was insane! 💯,9487,❤️
9492,2026-01-14 12:22:00,acc4,That animation quality was insane! 🔥,9478,😮
9493,2026-01-14 12:24:00,acc1,Opening theme has been stuck in my head. 👀,9487,😎
9494,2026-01-14 12:26:00,acc2,Anyone watching Bleach lately? 🙌,,😎
9495,2026-01-14 12:28:00,acc3,That animation quality was insane! 🤔,9490,👍
9496,2026-01-14 12:30:00,acc4,I'm rewatching Frieren this weekend. 😭,9483,😂
9497,2026-01-14 12:32:00,acc1,Who's your favorite character from Solo Leveling? ✨,9481,💯
9498,2026-01-14 12:34:00,acc2,That animation quality was insane! 😂,,💯
9499,2026-01-14 12:36:00,acc3,That animation quality was insane! 🙌,9484,😂
9500,2026-01-14 12:38:00,acc4,I think today's episode was incredible! 😂,9492,👍
9501,2026-01-14 12:40:00,acc1,Who's your favorite character from Death Note? 📚,9492,👍
9502,2026-01-14 12:42:00,acc2,Random anime fact: One Piece is among the best-selling manga series. 😭,9500,😂
9503,2026-01-14 12:44:00,acc3,I'm rewatching Hunter x Hunter this weekend. 🔥,9493,👏
9504,2026-01-14 12:46:00,acc4,"Quote of the day: ""Keep moving forward."" 😂",9496,
9505,2026-01-14 12:48:00,acc1,"Quote of the day: ""A lesson without pain is meaningless."" 📚",,🔥
9506,2026-01-14 12:50:00,acc2,Opening theme has been stuck in my head. 🔥,9494,👏
9507,2026-01-14 12:52:00,acc3,Opening theme has been stuck in my head. 🤔,9493,😮
9508,2026-01-14 12:54:00,acc4,Who's your favorite character from Naruto? 😀,9504,❤️
9509,2026-01-14 12:56:00,acc1,That animation quality was insane! 💯,9493,👏
9510,2026-01-14 12:58:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 👀,9497,
9511,2026-01-14 13:00:00,acc3,No spoilers please! 💯,,😂
9512,2026-01-14 13:02:00,acc4,My favorite moment in Dragon Ball still gives me chills 🔥,,😎
9513,2026-01-14 13:04:00,acc1,No spoilers please! 🔥,9508,😂
9514,2026-01-14 13:06:00,acc2,Opening theme has been stuck in my head. ✨,,👏
9515,2026-01-14 13:08:00,acc3,My favorite moment in Vinland Saga still gives me chills 💯,9506,😎
9516,2026-01-14 13:10:00,acc4,No spoilers please! 💯,9506,❤️
9517,2026-01-14 13:12:00,acc1,"Quote of the day: ""A lesson without pain is meaningless."" ✨",,💯
9518,2026-01-14 13:14:00,acc2,Opening theme has been stuck in my head. 😎,,😭
9519,2026-01-14 13:16:00,acc3,Who's your favorite character from Frieren? ❤️,9509,😭
9520,2026-01-14 13:18:00,acc4,My favorite moment in Steins;Gate still gives me chills 😭,,👏
9521,2026-01-14 13:20:00,acc1,My favorite moment in Dragon Ball still gives me chills 💯,9519,👍
9522,2026-01-14 13:22:00,acc2,I'm rewatching Haikyuu!! this weekend. 🤔,9519,💯
9523,2026-01-14 13:24:00,acc3,No spoilers please! ⚡,,
9524,2026-01-14 13:26:00,acc4,I'm rewatching Haikyuu!! this weekend. 🙌,,😭
9525,2026-01-14 13:28:00,acc1,I'm rewatching Frieren this weekend. 🔥,9520,😂
9526,2026-01-14 13:30:00,acc2,Opening theme has been stuck in my head. 😂,9516,
9527,2026-01-14 13:32:00,acc3,Random anime fact: One Piece is among the best-selling manga series. 🎉,,😮
9528,2026-01-14 13:34:00,acc4,No spoilers please! 🤔,9523,😎
9529,2026-01-14 13:36:00,acc1,No spoilers please! 😭,,😮
9530,2026-01-14 13:38:00,acc2,That animation quality was insane! 😀,9518,❤️
9531,2026-01-14 13:40:00,acc3,Opening theme has been stuck in my head. 📚,,👏
9532,2026-01-14 13:42:00,acc4,My favorite moment in My Hero Academia still gives me chills 🍜,,💯
9533,2026-01-14 13:44:00,acc1,Random anime fact: Attack on Titan changed many viewers' expectations of anime. ⚡,9522,💯
9534,2026-01-14 13:46:00,acc2,"Quote of the day: ""People's dreams never end."" 🔥",9530,😭
9535,2026-01-14 13:48:00,acc3,My favorite moment in Haikyuu!! still gives me chills 📚,,
9536,2026-01-14 13:50:00,acc4,Opening theme has been stuck in my head. ❤️,9528,😭
9537,2026-01-14 13:52:00,acc1,That animation quality was insane! 📚,,😭
9538,2026-01-14 13:54:00,acc2,I'm rewatching Attack on Titan this weekend. 💯,,🔥
9539,2026-01-14 13:56:00,acc3,My favorite moment in Steins;Gate still gives me chills 😭,9532,
9540,2026-01-14 13:58:00,acc4,My favorite moment in My Hero Academia still gives me chills 😂,9529,💯
9541,2026-01-14 14:00:00,acc1,That animation quality was insane! 😀,,❤️
9542,2026-01-14 14:02:00,acc2,That animation quality was insane! 📚,9539,😂
9543,2026-01-14 14:04:00,acc3,That animation quality was insane! 👀,9529,😭
9544,2026-01-14 14:06:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 🎉,,🔥
9545,2026-01-14 14:08:00,acc1,That animation quality was insane! 👀,9531,😮
9546,2026-01-14 14:10:00,acc2,My favorite moment in Fullmetal Alchemist still gives me chills ✨,9544,👍
9547,2026-01-14 14:12:00,acc3,Opening theme has been stuck in my head. ✨,,💯
9548,2026-01-14 14:14:00,acc4,Opening theme has been stuck in my head. 😭,,😮
9549,2026-01-14 14:16:00,acc1,Opening theme has been stuck in my head. 🔥,9541,🔥
9550,2026-01-14 14:18:00,acc2,My favorite moment in Steins;Gate still gives me chills 😎,9540,😮
9551,2026-01-14 14:20:00,acc3,My favorite moment in Haikyuu!! still gives me chills 💯,,👍
9552,2026-01-14 14:22:00,acc4,Random anime fact: Many anime openings become chart-topping songs. 🤔,9550,🔥
9553,2026-01-14 14:24:00,acc1,I think today's episode was incredible! 🤔,9547,😎
9554,2026-01-14 14:26:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 👀,,😂
9555,2026-01-14 14:28:00,acc3,I think today's episode was incredible! 📚,9548,😭
9556,2026-01-14 14:30:00,acc4,Who's your favorite character from My Hero Academia? 😎,,👍
9557,2026-01-14 14:32:00,acc1,Who's your favorite character from Bleach? ❤️,9541,💯
9558,2026-01-14 14:34:00,acc2,I'm rewatching My Hero Academia this weekend. 📚,,💯
9559,2026-01-14 14:36:00,acc3,Anyone watching Vinland Saga lately? 💯,9555,😎
9560,2026-01-14 14:38:00,acc4,Random anime fact: One Piece is among the best-selling manga series. 😭,,💯
9561,2026-01-14 14:40:00,acc1,Anyone watching Death Note lately? ❤️,,👏
9562,2026-01-14 14:42:00,acc2,Opening theme has been stuck in my head. 👀,9557,❤️
9563,2026-01-14 14:44:00,acc3,No spoilers please! 🤔,9548,🔥
9564,2026-01-14 14:46:00,acc4,Random anime fact: One Piece is among the best-selling manga series. 🔥,9561,👍
9565,2026-01-14 14:48:00,acc1,My favorite moment in Haikyuu!! still gives me chills 🔥,,👍
9566,2026-01-14 14:50:00,acc2,That animation quality was insane! 📚,9559,
9567,2026-01-14 14:52:00,acc3,Who's your favorite character from Steins;Gate? ❤️,9552,😮
9568,2026-01-14 14:54:00,acc4,Who's your favorite character from Haikyuu!!? 🔥,9556,👍
9569,2026-01-14 14:56:00,acc1,"Quote of the day: ""Power comes in response to a need."" 📚",,😮
9570,2026-01-14 14:58:00,acc2,I think today's episode was incredible! 🍜,,💯
9571,2026-01-14 15:00:00,acc3,My favorite moment in Bleach still gives me chills 🔥,,🔥
9572,2026-01-14 15:02:00,acc4,My favorite moment in Demon Slayer still gives me chills 😀,9569,
9573,2026-01-14 15:04:00,acc1,"Quote of the day: ""People's dreams never end."" 😀",,❤️
9574,2026-01-14 15:06:00,acc2,Anyone watching Haikyuu!! lately? 🙌,9565,😂
9575,2026-01-14 15:08:00,acc3,Anyone watching Haikyuu!! lately? 💯,9564,❤️
9576,2026-01-14 15:10:00,acc4,No spoilers please! 🍜,9574,👍
9577,2026-01-14 15:12:00,acc1,No spoilers please! 💯,,😭
9578,2026-01-14 15:14:00,acc2,"Quote of the day: ""People's dreams never end."" 👀",,😂
9579,2026-01-14 15:16:00,acc3,Opening theme has been stuck in my head. 🤔,,👏
9580,2026-01-14 15:18:00,acc4,My favorite moment in Demon Slayer still gives me chills 😂,9571,💯
9581,2026-01-14 15:20:00,acc1,Random anime fact: One Piece is among the best-selling manga series. 📚,,❤️
9582,2026-01-14 15:22:00,acc2,I think today's episode was incredible! 📚,9577,🔥
9583,2026-01-14 15:24:00,acc3,Opening theme has been stuck in my head. 😂,,
9584,2026-01-14 15:26:00,acc4,Opening theme has been stuck in my head. 😎,,😮
9585,2026-01-14 15:28:00,acc1,That animation quality was insane! 🙌,,❤️
9586,2026-01-14 15:30:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🙌,,
9587,2026-01-14 15:32:00,acc3,No spoilers please! 🍜,,😎
9588,2026-01-14 15:34:00,acc4,I think today's episode was incredible! 🔥,9577,
9589,2026-01-14 15:36:00,acc1,My favorite moment in Attack on Titan still gives me chills 🔥,9584,😭
9590,2026-01-14 15:38:00,acc2,Anyone watching Demon Slayer lately? 😭,9575,😎
9591,2026-01-14 15:40:00,acc3,Anyone watching Demon Slayer lately? 💯,9576,😭
9592,2026-01-14 15:42:00,acc4,My favorite moment in One Piece still gives me chills 📚,,🔥
9593,2026-01-14 15:44:00,acc1,Who's your favorite character from Frieren? 🔥,,👍
9594,2026-01-14 15:46:00,acc2,"Quote of the day: ""People's dreams never end."" 🙌",,
9595,2026-01-14 15:48:00,acc3,I'm rewatching Dragon Ball this weekend. 🤔,,😂
9596,2026-01-14 15:50:00,acc4,Opening theme has been stuck in my head. 🔥,,😮
9597,2026-01-14 15:52:00,acc1,Opening theme has been stuck in my head. 🙌,9595,❤️
9598,2026-01-14 15:54:00,acc2,My favorite moment in Bleach still gives me chills 🔥,9585,😭
9599,2026-01-14 15:56:00,acc3,My favorite moment in Naruto still gives me chills 🙌,,❤️
9600,2026-01-14 15:58:00,acc4,I'm rewatching Haikyuu!! this weekend. 🔥,,😂
9601,2026-01-14 16:00:00,acc1,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 🎉,,❤️
9602,2026-01-14 16:02:00,acc2,No spoilers please! 😀,,😂
9603,2026-01-14 16:04:00,acc3,"Quote of the day: ""People's dreams never end."" 😎",9600,
9604,2026-01-14 16:06:00,acc4,My favorite moment in Hunter x Hunter still gives me chills 🍜,9600,🔥
9605,2026-01-14 16:08:00,acc1,No spoilers please! 🙌,9592,👍
9606,2026-01-14 16:10:00,acc2,Opening theme has been stuck in my head. ❤️,9599,😎
9607,2026-01-14 16:12:00,acc3,I'm rewatching Death Note this weekend. ⚡,,👍
9608,2026-01-14 16:14:00,acc4,I'm rewatching Frieren this weekend. ✨,9600,👍
9609,2026-01-14 16:16:00,acc1,I'm rewatching One Piece this weekend. 🍜,9597,😂
9610,2026-01-14 16:18:00,acc2,I'm rewatching My Hero Academia this weekend. 👀,9599,😂
9611,2026-01-14 16:20:00,acc3,My favorite moment in Dragon Ball still gives me chills 👀,,😎
9612,2026-01-14 16:22:00,acc4,My favorite moment in Solo Leveling still gives me chills ❤️,9603,😮
9613,2026-01-14 16:24:00,acc1,My favorite moment in Steins;Gate still gives me chills 🎉,9602,😮
9614,2026-01-14 16:26:00,acc2,Who's your favorite character from Steins;Gate? ❤️,,😂
9615,2026-01-14 16:28:00,acc3,No spoilers please! 💯,9611,👏
9616,2026-01-14 16:30:00,acc4,Opening theme has been stuck in my head. ✨,,❤️
9617,2026-01-14 16:32:00,acc1,No spoilers please! 📚,9605,😎
9618,2026-01-14 16:34:00,acc2,Opening theme has been stuck in my head. 🤔,9614,
9619,2026-01-14 16:36:00,acc3,Anyone watching Vinland Saga lately? 🙌,9610,😂
